lat,lon,trainno,service,dest,currentstop,nextstop,line,consist,heading,late,SOURCE,TRACK,TRACK_CHANGE,filename,date,time,date_time,train_heading,poi_dist,train_id,train_speed
39.945399666667,-75.195849666667,2309,LOCAL,Wawa,Penn Medicine Station,49th Street,Media/Wawa,"287,277,394,395,114,113",252.31535055727,9,Norristown,1,,index_2024-08-26_10-18-30.csv,2024-08-26,10:18:30,2024-08-26 10:18:30,W,7.488039709720683,2024-08-26_2309,0.0
39.914924666667,-75.396702,306,EXP TO JENKINTOWN,West Trenton,Media,Moylan-Rose Valley,Media/Wawa,"803,804,706,730,715",109.83711792066,0,Media,2,,index_2024-08-26_10-18-30.csv,2024-08-26,10:18:30,2024-08-26 10:18:30,E,3.652820980821705,2024-08-26_306,0.0
39.913235166667,-75.393171833333,3214,LOCAL,Norristown,Media,Moylan-Rose Valley,Media/Wawa,"872,871,709,856,855",133.26154711755,1,Wawa,2,,index_2024-08-26_10-18-30.csv,2024-08-26,10:18:30,2024-08-26 10:18:30,E,3.452970507442384,2024-08-26_3214,0.0
39.904669,-75.418805333333,305,LOCAL,Wawa,Elwyn Station,Wawa,Media/Wawa,"855,856,709,871,872",257.42822248104,0,West Trenton,1,,index_2024-08-26_09-38-30.csv,2024-08-26,09:38:30,2024-08-26 09:38:30,W,4.796428567534444,2024-08-26_305,0.0
39.914931333333,-75.3966975,306,EXP TO JENKINTOWN,West Trenton,Media,Moylan-Rose Valley,Media/Wawa,"803,804,706,730,715",109.83711792066,0,Media,2,,index_2024-08-26_09-38-30.csv,2024-08-26,09:38:30,2024-08-26 09:38:30,E,3.65264640512752,2024-08-26_306,0.0007780490762065
39.939666833333,-75.2557365,3212,LOCAL,Norristown,Fernwood-Yeadon,Fernwood-Yeadon,Media/Wawa,"880,879,721,727,717",79.830342046379,0,Wawa,2,,index_2024-08-26_09-38-30.csv,2024-08-26,09:38:30,2024-08-26 09:38:30,E,4.434825795667122,2024-08-26_3212,0.0
39.9125085,-75.316150333333,3804,LOCAL,Temple U,Morton,Secane,Media/Wawa,"411,183,184,365,364",55.852608981702,0,Wawa,2,,index_2024-08-26_06-01-30.csv,2024-08-26,06:01:30,2024-08-26 06:01:30,E,0.7256624731396767,2024-08-26_3804,0.0
39.916365333333,-75.308674,3804,LOCAL,Temple U,Secane,Primos,Media/Wawa,"411,183,184,365,364",57.30568136584,0,Wawa,2,,index_2024-08-26_06-02-30.csv,2024-08-26,06:02:30,2024-08-26 06:02:30,E,1.2007375680625063,2024-08-26_3804,28.649443106976715
39.954174265,-75.16763361,2315,LOCAL,Wawa,Suburban Station,Gray 30th Street,Media/Wawa,"855,856,709,871,872",281.91172136479,0,Norristown,6,,index_2024-08-26_12-59-00.csv,2024-08-26,12:59:00,2024-08-26 12:59:00,W,9.10019056839765,2024-08-26_2315,0.0
39.914943833333,-75.396683333333,306,EXP TO JENKINTOWN,West Trenton,Media,Moylan-Rose Valley,Media/Wawa,"803,804,706,730,715",109.83711792066,0,Media,2,,index_2024-08-26_12-59-00.csv,2024-08-26,12:59:00,2024-08-26 12:59:00,E,3.6520183882438206,2024-08-26_306,0.0006179402392347
